circuit,design,arrival_1,arrival_2,cells_p1,cells_p2,size_gates,gain_1,gain_2
c17,0,0.05046,0.05046,4-5-9,4-5-7,X1-X1-X1-X1-X1-X1
c17,1,0.04672,0.04672,4-5-9,4-5-7,X1-X1-X1-X1-X1-X2
c17,2,0.04667,0.04667,4-5-9,4-5-7,X1-X1-X1-X1-X1-X4
c17,3,0.05355,0.0515,4-6-7,4-5-9,X1-X1-X1-X1-X2-X1
c17,4,0.04672,0.04469,4-6-7,4-5-9,X1-X1-X1-X1-X2-X2
c17,5,0.04432,0.04311,4-6-7,4-5-9,X1-X1-X1-X1-X2-X4
c17,6,0.06152,0.05653,4-6-7,4-5-9,X1-X1-X1-X1-X4-X1
c17,7,0.05105,0.04643,4-6-7,4-5-9,X1-X1-X1-X1-X4-X2
c17,8,0.04655,0.04255,4-6-7,4-5-9,X1-X1-X1-X1-X4-X4
c17,9,0.05613,0.05613,4-5-9,4-5-7,X1-X1-X1-X2-X1-X1
c17,10,0.04928,0.04928,4-5-9,4-5-7,X1-X1-X1-X2-X1-X2
c17,11,0.048,0.048,4-5-9,4-5-7,X1-X1-X1-X2-X1-X4
c17,12,0.05667,0.05667,4-5-9,4-5-7,X1-X1-X1-X2-X2-X1
c17,13,0.0475,0.0475,4-5-9,4-5-7,X1-X1-X1-X2-X2-X2
c17,14,0.04445,0.04445,4-5-9,4-5-7,X1-X1-X1-X2-X2-X4
c17,15,0.06384,0.06147,4-6-7,4-5-9,X1-X1-X1-X2-X4-X1
c17,16,0.05141,0.04917,4-6-7,4-5-9,X1-X1-X1-X2-X4-X2
c17,17,0.04564,0.04385,4-6-7,4-5-9,X1-X1-X1-X2-X4-X4
c17,18,0.06437,0.06437,4-5-9,4-5-7,X1-X1-X1-X4-X1-X1
c17,19,0.05359,0.05359,4-5-9,4-5-7,X1-X1-X1-X4-X1-X2
c17,20,0.05001,0.05001,4-5-9,4-5-7,X1-X1-X1-X4-X1-X4
c17,21,0.06455,0.06455,4-5-9,4-5-7,X1-X1-X1-X4-X2-X1
c17,22,0.0518,0.0518,4-5-9,4-5-7,X1-X1-X1-X4-X2-X2
c17,23,0.04643,0.04643,4-5-9,4-5-7,X1-X1-X1-X4-X2-X4
c17,24,0.06971,0.06908,4-6-7,4-5-9,X1-X1-X1-X4-X4-X1
c17,25,0.0539,0.05309,4-6-7,4-5-9,X1-X1-X1-X4-X4-X2
c17,26,0.04648,0.04578,4-6-7,4-5-9,X1-X1-X1-X4-X4-X4
c17,27,0.05461,0.05311,4-5-9,4-5-7,X1-X1-X2-X1-X1-X1
c17,28,0.05125,0.04969,4-5-9,4-5-7,X1-X1-X2-X1-X1-X2
c17,29,0.05122,0.04966,4-5-9,4-5-7,X1-X1-X2-X1-X1-X4
c17,30,0.05738,0.05373,4-6-7,4-5-9,X1-X1-X2-X1-X2-X1
c17,31,0.05044,0.04685,4-6-7,4-5-9,X1-X1-X2-X1-X2-X2
c17,32,0.04839,0.0454,4-6-7,4-5-9,X1-X1-X2-X1-X2-X4
c17,33,0.06566,0.05783,4-6-7,4-5-9,X1-X1-X2-X1-X4-X1
c17,34,0.05484,0.0476,4-6-7,4-5-9,X1-X1-X2-X1-X4-X2
c17,35,0.0504,0.04373,4-6-7,4-5-9,X1-X1-X2-X1-X4-X4
c17,36,0.06029,0.05879,4-5-9,4-5-7,X1-X1-X2-X2-X1-X1
c17,37,0.0538,0.05224,4-5-9,4-5-7,X1-X1-X2-X2-X1-X2
c17,38,0.05254,0.05098,4-5-9,4-5-7,X1-X1-X2-X2-X1-X4
c17,39,0.05901,0.05775,4-5-9,4-6-7,X1-X1-X2-X2-X2-X1
c17,40,0.04969,0.04854,4-5-9,4-6-7,X1-X1-X2-X2-X2-X2
c17,41,0.04674,0.04539,4-5-9,4-5-7,X1-X1-X2-X2-X2-X4
c17,42,0.06567,0.06285,4-6-7,4-5-9,X1-X1-X2-X2-X4-X1
c17,43,0.05285,0.05036,4-6-7,4-5-9,X1-X1-X2-X2-X4-X2
c17,44,0.04696,0.04503,4-6-7,4-5-9,X1-X1-X2-X2-X4-X4
c17,45,0.06872,0.06719,4-5-9,4-5-7,X1-X1-X2-X4-X1-X1
c17,46,0.05774,0.05624,4-5-9,4-5-7,X1-X1-X2-X4-X1-X2
c17,47,0.05454,0.05298,4-5-9,4-5-7,X1-X1-X2-X4-X1-X4
c17,48,0.06706,0.06562,4-5-9,4-5-7,X1-X1-X2-X4-X2-X1
c17,49,0.05403,0.05264,4-5-9,4-5-7,X1-X1-X2-X4-X2-X2
c17,50,0.04872,0.04737,4-5-9,4-5-7,X1-X1-X2-X4-X2-X4
c17,51,0.07056,0.0701,4-5-9,4-6-7,X1-X1-X2-X4-X4-X1
c17,52,0.05433,0.05404,4-5-9,4-6-7,X1-X1-X2-X4-X4-X2
c17,53,0.04696,0.0465,4-5-9,4-6-7,X1-X1-X2-X4-X4-X4
c17,54,0.06268,0.05969,4-5-9,4-5-7,X1-X1-X4-X1-X1-X1
c17,55,0.05926,0.05615,4-5-9,4-5-7,X1-X1-X4-X1-X1-X2
c17,56,0.05924,0.05613,4-5-9,4-5-7,X1-X1-X4-X1-X1-X4
c17,57,0.06399,0.05796,4-6-7,4-5-9,X1-X1-X4-X1-X2-X1
c17,58,0.05705,0.05121,4-6-7,4-5-9,X1-X1-X4-X1-X2-X2
c17,59,0.05539,0.04994,4-6-7,4-5-9,X1-X1-X4-X1-X2-X4
c17,60,0.07254,0.06042,4-6-7,4-5-9,X1-X1-X4-X1-X4-X1
c17,61,0.06144,0.04992,4-6-7,4-5-9,X1-X1-X4-X1-X4-X2
c17,62,0.05738,0.04608,4-6-7,4-5-9,X1-X1-X4-X1-X4-X4
c17,63,0.06835,0.06535,4-5-9,4-5-7,X1-X1-X4-X2-X1-X1
c17,64,0.06179,0.05868,4-5-9,4-5-7,X1-X1-X4-X2-X1-X2
c17,65,0.06056,0.05745,4-5-9,4-5-7,X1-X1-X4-X2-X1-X4
c17,66,0.06339,0.06108,4-5-9,4-6-7,X1-X1-X4-X2-X2-X1
c17,67,0.05387,0.05166,4-5-9,4-6-7,X1-X1-X4-X2-X2-X2
c17,68,0.05127,0.04866,4-5-9,4-5-7,X1-X1-X4-X2-X2-X4
c17,69,0.06925,0.06557,4-6-7,4-5-9,X1-X1-X4-X2-X4-X1
c17,70,0.05602,0.05272,4-6-7,4-5-9,X1-X1-X4-X2-X4-X2
c17,71,0.05008,0.04738,4-6-7,4-5-9,X1-X1-X4-X2-X4-X4
c17,72,0.07703,0.07399,4-5-9,4-5-7,X1-X1-X4-X4-X1-X1
c17,73,0.06581,0.06282,4-5-9,4-5-7,X1-X1-X4-X4-X1-X2
c17,74,0.06254,0.05943,4-5-9,4-5-7,X1-X1-X4-X4-X1-X4
c17,75,0.07169,0.06901,4-5-9,4-5-7,X1-X1-X4-X4-X2-X1
c17,76,0.05824,0.05565,4-5-9,4-5-7,X1-X1-X4-X4-X2-X2
c17,77,0.05322,0.05061,4-5-9,4-5-7,X1-X1-X4-X4-X2-X4
c17,78,0.0735,0.07201,4-5-9,4-6-7,X1-X1-X4-X4-X4-X1
c17,79,0.05679,0.05554,4-5-9,4-6-7,X1-X1-X4-X4-X4-X2
c17,80,0.04932,0.04785,4-5-9,4-6-7,X1-X1-X4-X4-X4-X4
c17,81,0.05138,0.05138,4-5-9,4-5-7,X1-X2-X1-X1-X1-X1
c17,82,0.04797,0.04797,4-5-9,4-5-7,X1-X2-X1-X1-X1-X2
c17,83,0.04777,0.04777,4-5-9,4-5-7,X1-X2-X1-X1-X1-X4
c17,84,0.05446,0.05241,4-6-7,4-5-9,X1-X2-X1-X1-X2-X1
c17,85,0.04766,0.04568,4-6-7,4-5-9,X1-X2-X1-X1-X2-X2
